2336462416829|2012-12-09 03:46:49|Bingbing|Liu|654
1786712830838|2012-03-21 14:34:47|Jorge|Oliveira|653
1786706493977|2012-04-22 18:10:55|Ali|Al-Mukhaini|650
1786711418590|2012-05-08 09:35:35|Jorge|Gonzalez|650
2336462308403|2012-11-18 17:55:10|Bruce|Calvert|650
2336462308490|2012-12-07 12:22:41|Bingbing|Xu|650
1511830876941|2011-12-10 09:13:32|Min-Jung|Kang|642
1786711420563|2012-05-08 15:47:07|Sergio|Rodriguez|639
1511833353583|2011-12-21 11:02:41|Karim|Boujenah|638
1649272304659|2012-02-22 08:15:00|Albert|Mahmoud|638
1649272306078|2012-02-21 10:27:00|Peter|Smith|638
2199027472791|2012-11-01 05:19:06|Wei|Yang|633
1786706494499|2012-03-11 05:01:51|Samir|Al-Fayez|631
1649268755418|2012-02-01 22:47:15|Wei|Zhang|628
2199026133440|2012-10-21 08:55:22|Cam|Loan|619
2199029624231|2012-11-03 19:40:59|Manuel|Gonzalez|618
1649268401065|2012-01-28 05:26:49|Zhong|Zhang|617
1786709272453|2012-04-14 07:39:42|Carlos|Bravo|617
2061585260797|2012-08-01 23:23:59|Lei|Chen|617
